Pin  | Pinout file pin name                 | Schematics pin name                  | Schematics net name                  | Schematics net name with index      
AM23 | IO_L1P_T0L_N0_DBC_66                 | IO_L1P_T0L_N0_DBC_66                 | C2A_DP                               | C2A_DP<37>                          
AM22 | VREF_66                              | VREF_66                              | NC                                   | NC                                  
BF20 | IO_L24N_T3U_N11_DOUT_CSO_B_65        | IO_L24N_T3U_N11_DOUT_CSO_B_65        | C2A_DN                               | C2A_DN<18>                          
BE20 | IO_L24P_T3U_N10_EMCCLK_65            | IO_L24P_T3U_N10_EMCCLK_65            | C2A_DP                               | C2A_DP<18>                          
BF16 | IO_L23N_T3U_N9_PERSTN1_I2C_SDA_65    | IO_L23N_T3U_N9_I2C_SDA_65            | SYSMON_SDA                           | SYSMON_SDA<1>                       
BE16 | IO_L23P_T3U_N8_I2C_SCLK_65           | IO_L23P_T3U_N8_I2C_SCLK_65           | SYSMON_SCL                           | SYSMON_SCL<1>                       
BF19 | IO_L22N_T3U_N7_DBC_AD0N_D05_65       | IO_L22N_T3U_N7_DBC_AD0N_D05_65       | C2A_DN                               | C2A_DN<22>                          
BE19 | IO_L22P_T3U_N6_DBC_AD0P_D04_65       | IO_L22P_T3U_N6_DBC_AD0P_D04_65       | C2A_DP                               | C2A_DP<22>                          
BE18 | IO_L21N_T3L_N5_AD8N_D07_65           | IO_L21N_T3L_N5_AD8N_D07_65           | C2A_DN                               | C2A_DN<21>                          
BD18 | IO_L21P_T3L_N4_AD8P_D06_65           | IO_L21P_T3L_N4_AD8P_D06_65           | C2A_DP                               | C2A_DP<21>                          
BF17 | IO_L20N_T3L_N3_AD1N_D09_65           | IO_L20N_T3L_N3_AD1N_D09_65           | C2A_DN                               | C2A_DN<15>                          
BE17 | IO_L20P_T3L_N2_AD1P_D08_65           | IO_L20P_T3L_N2_AD1P_D08_65           | C2A_DP                               | C2A_DP<15>                          
BD16 | IO_L19N_T3L_N1_DBC_AD9N_D11_65       | IO_L19N_T3L_N1_DBC_AD9N_D11_65       | C2A_DN                               | C2A_DN<11>                          
BD17 | IO_L19P_T3L_N0_DBC_AD9P_D10_65       | IO_L19P_T3L_N0_DBC_AD9P_D10_65       | C2A_DP                               | C2A_DP<11>                          
BD20 | IO_T3U_N12_PERSTN0_65                | IO_T3U_N12_PERSTN0_65                | ZYQ_MPC                              | ZYQ_MPC<7>                          
BC21 | IO_T2U_N12_CSI_ADV_B_65              | IO_T2U_N12_CSI_ADV_B_65              | ZYQ_MPC                              | ZYQ_MPC<6>                          
BC19 | IO_L18N_T2U_N11_AD2N_D13_65          | IO_L18N_T2U_N11_AD2N_D13_65          | C2A_DN                               | C2A_DN<9>                           
BC20 | IO_L18P_T2U_N10_AD2P_D12_65          | IO_L18P_T2U_N10_AD2P_D12_65          | C2A_DP                               | C2A_DP<9>                           
BB19 | IO_L17N_T2U_N9_AD10N_D15_65          | IO_L17N_T2U_N9_AD10N_D15_65          | C2A_DN                               | C2A_DN<3>                           
BA19 | IO_L17P_T2U_N8_AD10P_D14_65          | IO_L17P_T2U_N8_AD10P_D14_65          | C2A_DP                               | C2A_DP<3>                           
BB21 | IO_L16N_T2U_N7_QBC_AD3N_A01_D17_65   | IO_L16N_T2U_N7_QBC_AD3N_A01_D17_65   | C2A_DN                               | C2A_DN<2>                           
BA21 | IO_L16P_T2U_N6_QBC_AD3P_A00_D16_65   | IO_L16P_T2U_N6_QBC_AD3P_A00_D16_65   | C2A_DP                               | C2A_DP<2>                           
