%#################################################################
Title:        Basenet Report
Design:       lasp
Date:         Mar 26 12:09:23 2021
%#################################################################


%
Base nets and synonyms for lasp_lib.LASP(@lasp_lib.lasp(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         
RX_FFLY_GROUP1_F02_RX_10N	RX_FFLY_GROUP1_F02_RX_10N - @lasp_lib.FIREFLY               	 123C2                        
RX_FFLY_GROUP1_F02_RX_10P	RX_FFLY_GROUP1_F02_RX_10P - @lasp_lib.FIREFLY               	 123C2                        
RX_FFLY_GROUP1_F02_RX_11N	RX_FFLY_GROUP1_F02_RX_11N - @lasp_lib.FIREFLY               	 123C2                        
RX_FFLY_GROUP1_F02_RX_11P	RX_FFLY_GROUP1_F02_RX_11P - @lasp_lib.FIREFLY               	 123C2                        
RX_FFLY_GROUP1_F02_SELECTL	MX_RX_G1_F02_SELECTL - @lasp_lib.LASP                       	 54C6 58B6                    
                    	RX_FFLY_GROUP1_F02_SELECTL - @lasp_lib.FIREFLY              	 120C3<                       
RX_FFLY_GROUP1_F02_VCC_1	RX_FFLY_GROUP1_F02_VCC_1 - @lasp_lib.FIREFLY                	 123D3                        
RX_FFLY_GROUP1_F02_VCC_2	RX_FFLY_GROUP1_F02_VCC_2 - @lasp_lib.FIREFLY                	 123D2                        
RX_FFLY_GROUP1_F03_INTL	MX_RX_G1_F03_INTL - @lasp_lib.LASP                          	 54B6 58C3                    
                    	RX_FFLY_GROUP1_F03_INTL - @lasp_lib.FIREFLY                 	 120B6>                       
RX_FFLY_GROUP1_F03_PRESENTL	MX_RX_G1_F03_PRESENTL - @lasp_lib.LASP                      	 54C6 58C3                    
                    	RX_FFLY_GROUP1_F03_PRESENTL - @lasp_lib.FIREFLY             	 120B6>                       
RX_FFLY_GROUP1_F03_RESETL	MX_RX_G1_F03_RESETL - @lasp_lib.LASP                        	 54B6 58C3                    
                    	RX_FFLY_GROUP1_F03_RESETL - @lasp_lib.FIREFLY               	 120B6<                       
RX_FFLY_GROUP1_F03_RX_0N	RX_FFLY_GROUP1_F03_RX_0N - @lasp_lib.FIREFLY                	 123B5                        
RX_FFLY_GROUP1_F03_RX_0P	RX_FFLY_GROUP1_F03_RX_0P - @lasp_lib.FIREFLY                	 123B5                        
RX_FFLY_GROUP1_F03_RX_1N	RX_FFLY_GROUP1_F03_RX_1N - @lasp_lib.FIREFLY                	 123B5                        
RX_FFLY_GROUP1_F03_RX_1P	RX_FFLY_GROUP1_F03_RX_1P - @lasp_lib.FIREFLY                	 123B5                        
RX_FFLY_GROUP1_F03_RX_2N	RX_FFLY_GROUP1_F03_RX_2N - @lasp_lib.FIREFLY                	 123B5                        
RX_FFLY_GROUP1_F03_RX_2P	RX_FFLY_GROUP1_F03_RX_2P - @lasp_lib.FIREFLY                	 123B5                        
RX_FFLY_GROUP1_F03_RX_3N	RX_FFLY_GROUP1_F03_RX_3N - @lasp_lib.FIREFLY                	 123B5                        
RX_FFLY_GROUP1_F03_RX_3P	RX_FFLY_GROUP1_F03_RX_3P - @lasp_lib.FIREFLY                	 123B5                        
RX_FFLY_GROUP1_F03_RX_4N	RX_FFLY_GROUP1_F03_RX_4N - @lasp_lib.FIREFLY                	 123B5                        
RX_FFLY_GROUP1_F03_RX_4P	RX_FFLY_GROUP1_F03_RX_4P - @lasp_lib.FIREFLY                	 123B5                        
RX_FFLY_GROUP1_F03_RX_5N	RX_FFLY_GROUP1_F03_RX_5N - @lasp_lib.FIREFLY                	 123A5                        
RX_FFLY_GROUP1_F03_RX_5P	RX_FFLY_GROUP1_F03_RX_5P - @lasp_lib.FIREFLY                	 123A5                        
RX_FFLY_GROUP1_F03_RX_6N	RX_FFLY_GROUP1_F03_RX_6N - @lasp_lib.FIREFLY                	 123A5                        
RX_FFLY_GROUP1_F03_RX_6P	RX_FFLY_GROUP1_F03_RX_6P - @lasp_lib.FIREFLY                	 123A5                        
RX_FFLY_GROUP1_F03_RX_7N	RX_FFLY_GROUP1_F03_RX_7N - @lasp_lib.FIREFLY                	 123A5                        
RX_FFLY_GROUP1_F03_RX_7P	RX_FFLY_GROUP1_F03_RX_7P - @lasp_lib.FIREFLY                	 123A5                        
RX_FFLY_GROUP1_F03_RX_8N	RX_FFLY_GROUP1_F03_RX_8N - @lasp_lib.FIREFLY                	 123A5                        
RX_FFLY_GROUP1_F03_RX_8P	RX_FFLY_GROUP1_F03_RX_8P - @lasp_lib.FIREFLY                	 123A5                        
RX_FFLY_GROUP1_F03_RX_9N	RX_FFLY_GROUP1_F03_RX_9N - @lasp_lib.FIREFLY                	 123A5                        
RX_FFLY_GROUP1_F03_RX_9P	RX_FFLY_GROUP1_F03_RX_9P - @lasp_lib.FIREFLY                	 123A5                        
RX_FFLY_GROUP1_F03_RX_10N	RX_FFLY_GROUP1_F03_RX_10N - @lasp_lib.FIREFLY               	 123A5                        
RX_FFLY_GROUP1_F03_RX_10P	RX_FFLY_GROUP1_F03_RX_10P - @lasp_lib.FIREFLY               	 123A5                        
RX_FFLY_GROUP1_F03_RX_11N	RX_FFLY_GROUP1_F03_RX_11N - @lasp_lib.FIREFLY               	 123A5                        
RX_FFLY_GROUP1_F03_RX_11P	RX_FFLY_GROUP1_F03_RX_11P - @lasp_lib.FIREFLY               	 123A5                        
RX_FFLY_GROUP1_F03_SELECTL	MX_RX_G1_F03_SELECTL - @lasp_lib.LASP                       	 54C6 58C3                    
                    	RX_FFLY_GROUP1_F03_SELECTL - @lasp_lib.FIREFLY              	 120B6<                       
RX_FFLY_GROUP1_F03_VCC_1	RX_FFLY_GROUP1_F03_VCC_1 - @lasp_lib.FIREFLY                	 123B6                        
RX_FFLY_GROUP1_F03_VCC_2	RX_FFLY_GROUP1_F03_VCC_2 - @lasp_lib.FIREFLY                	 123B5                        
RX_FFLY_GROUP1_F04_INTL	MX_RX_G1_F04_INTL - @lasp_lib.LASP                          	 54B6 58B5                    
                    	RX_FFLY_GROUP1_F04_INTL - @lasp_lib.FIREFLY                 	 120B3>                       
RX_FFLY_GROUP1_F04_PRESENTL	MX_RX_G1_F04_PRESENTL - @lasp_lib.LASP                      	 54B6 58B5                    
                    	RX_FFLY_GROUP1_F04_PRESENTL - @lasp_lib.FIREFLY             	 120B3>                       
RX_FFLY_GROUP1_F04_RESETL	MX_RX_G1_F04_RESETL - @lasp_lib.LASP                        	 54B6 58B5                    
                    	RX_FFLY_GROUP1_F04_RESETL - @lasp_lib.FIREFLY               	 120B3<                       
RX_FFLY_GROUP1_F04_RX_0N	RX_FFLY_GROUP1_F04_RX_0N - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_0P	RX_FFLY_GROUP1_F04_RX_0P - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_1N	RX_FFLY_GROUP1_F04_RX_1N - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_1P	RX_FFLY_GROUP1_F04_RX_1P - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_2N	RX_FFLY_GROUP1_F04_RX_2N - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_2P	RX_FFLY_GROUP1_F04_RX_2P - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_3N	RX_FFLY_GROUP1_F04_RX_3N - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_3P	RX_FFLY_GROUP1_F04_RX_3P - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_4N	RX_FFLY_GROUP1_F04_RX_4N - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_4P	RX_FFLY_GROUP1_F04_RX_4P - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_5N	RX_FFLY_GROUP1_F04_RX_5N - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_5P	RX_FFLY_GROUP1_F04_RX_5P - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_6N	RX_FFLY_GROUP1_F04_RX_6N - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_6P	RX_FFLY_GROUP1_F04_RX_6P - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_7N	RX_FFLY_GROUP1_F04_RX_7N - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_7P	RX_FFLY_GROUP1_F04_RX_7P - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP1_F04_RX_8N	RX_FFLY_GROUP1_F04_RX_8N - @lasp_lib.FIREFLY                	 123A2                        
RX_FFLY_GROUP1_F04_RX_8P	RX_FFLY_GROUP1_F04_RX_8P - @lasp_lib.FIREFLY                	 123A2                        
RX_FFLY_GROUP1_F04_RX_9N	RX_FFLY_GROUP1_F04_RX_9N - @lasp_lib.FIREFLY                	 123A2                        
RX_FFLY_GROUP1_F04_RX_9P	RX_FFLY_GROUP1_F04_RX_9P - @lasp_lib.FIREFLY                	 123A2                        
RX_FFLY_GROUP1_F04_RX_10N	RX_FFLY_GROUP1_F04_RX_10N - @lasp_lib.FIREFLY               	 123A2                        
RX_FFLY_GROUP1_F04_RX_10P	RX_FFLY_GROUP1_F04_RX_10P - @lasp_lib.FIREFLY               	 123A2                        
RX_FFLY_GROUP1_F04_RX_11N	RX_FFLY_GROUP1_F04_RX_11N - @lasp_lib.FIREFLY               	 123A2                        
RX_FFLY_GROUP1_F04_RX_11P	RX_FFLY_GROUP1_F04_RX_11P - @lasp_lib.FIREFLY               	 123A2                        
RX_FFLY_GROUP1_F04_SELECTL	MX_RX_G1_F04_SELECTL - @lasp_lib.LASP                       	 54B6 58B5                    
                    	RX_FFLY_GROUP1_F04_SELECTL - @lasp_lib.FIREFLY              	 120B3<                       
RX_FFLY_GROUP1_F04_VCC_1	RX_FFLY_GROUP1_F04_VCC_1 - @lasp_lib.FIREFLY                	 123B3                        
RX_FFLY_GROUP1_F04_VCC_2	RX_FFLY_GROUP1_F04_VCC_2 - @lasp_lib.FIREFLY                	 123B2                        
RX_FFLY_GROUP2_F01_INTL	MX_RX_G2_F01_INTL - @lasp_lib.LASP                          	 54C3 58B6                    
                    	RX_FFLY_GROUP2_F01_INTL - @lasp_lib.FIREFLY                 	 120A6>                       
RX_FFLY_GROUP2_F01_PRESENTL	MX_RX_G2_F01_PRESENTL - @lasp_lib.LASP                      	 54C3 58B6                    
                    	RX_FFLY_GROUP2_F01_PRESENTL - @lasp_lib.FIREFLY             	 120A6>                       
RX_FFLY_GROUP2_F01_RESETL	MX_RX_G2_F01_RESETL - @lasp_lib.LASP                        	 54C3 58B6                    
                    	RX_FFLY_GROUP2_F01_RESETL - @lasp_lib.FIREFLY               	 120A6<                       
RX_FFLY_GROUP2_F01_RX_0N	RX_FFLY_GROUP2_F01_RX_0N - @lasp_lib.FIREFLY                	 124D5                        
RX_FFLY_GROUP2_F01_RX_0P	RX_FFLY_GROUP2_F01_RX_0P - @lasp_lib.FIREFLY                	 124D5                        
RX_FFLY_GROUP2_F01_RX_1N	RX_FFLY_GROUP2_F01_RX_1N - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_1P	RX_FFLY_GROUP2_F01_RX_1P - @lasp_lib.FIREFLY                	 124D5                        
RX_FFLY_GROUP2_F01_RX_2N	RX_FFLY_GROUP2_F01_RX_2N - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_2P	RX_FFLY_GROUP2_F01_RX_2P - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_3N	RX_FFLY_GROUP2_F01_RX_3N - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_3P	RX_FFLY_GROUP2_F01_RX_3P - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_4N	RX_FFLY_GROUP2_F01_RX_4N - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_4P	RX_FFLY_GROUP2_F01_RX_4P - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_5N	RX_FFLY_GROUP2_F01_RX_5N - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_5P	RX_FFLY_GROUP2_F01_RX_5P - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_6N	RX_FFLY_GROUP2_F01_RX_6N - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_6P	RX_FFLY_GROUP2_F01_RX_6P - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_7N	RX_FFLY_GROUP2_F01_RX_7N - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_7P	RX_FFLY_GROUP2_F01_RX_7P - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_8N	RX_FFLY_GROUP2_F01_RX_8N - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_8P	RX_FFLY_GROUP2_F01_RX_8P - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_9N	RX_FFLY_GROUP2_F01_RX_9N - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_9P	RX_FFLY_GROUP2_F01_RX_9P - @lasp_lib.FIREFLY                	 124C5                        
RX_FFLY_GROUP2_F01_RX_10N	RX_FFLY_GROUP2_F01_RX_10N - @lasp_lib.FIREFLY               	 124C5                        
RX_FFLY_GROUP2_F01_RX_10P	RX_FFLY_GROUP2_F01_RX_10P - @lasp_lib.FIREFLY               	 124C5                        
RX_FFLY_GROUP2_F01_RX_11N	RX_FFLY_GROUP2_F01_RX_11N - @lasp_lib.FIREFLY               	 124C5                        
RX_FFLY_GROUP2_F01_RX_11P	RX_FFLY_GROUP2_F01_RX_11P - @lasp_lib.FIREFLY               	 124C5                        
RX_FFLY_GROUP2_F01_SELECTL	MX_RX_G2_F01_SELECTL - @lasp_lib.LASP                       	 54C3 58B6                    
                    	RX_FFLY_GROUP2_F01_SELECTL - @lasp_lib.FIREFLY              	 120A6<                       
RX_FFLY_GROUP2_F01_VCC_1	RX_FFLY_GROUP2_F01_VCC_1 - @lasp_lib.FIREFLY                	 124D6                        
RX_FFLY_GROUP2_F01_VCC_2	RX_FFLY_GROUP2_F01_VCC_2 - @lasp_lib.FIREFLY                	 124D5                        
RX_FFLY_GROUP2_F02_INTL	MX_RX_G2_F02_INTL - @lasp_lib.LASP                          	 54C3 58B6                    
                    	RX_FFLY_GROUP2_F02_INTL - @lasp_lib.FIREFLY                 	 120A3>                       
RX_FFLY_GROUP2_F02_PRESENTL	MX_RX_G2_F02_PRESENTL - @lasp_lib.LASP                      	 54C3 58B6                    
                    	RX_FFLY_GROUP2_F02_PRESENTL - @lasp_lib.FIREFLY             	 120A3>                       
RX_FFLY_GROUP2_F02_RESETL	MX_RX_G2_F02_RESETL - @lasp_lib.LASP                        	 54C3 58C5                    
                    	RX_FFLY_GROUP2_F02_RESETL - @lasp_lib.FIREFLY               	 120A3<                       
RX_FFLY_GROUP2_F02_RX_0N	RX_FFLY_GROUP2_F02_RX_0N - @lasp_lib.FIREFLY                	 124D2                        
RX_FFLY_GROUP2_F02_RX_0P	RX_FFLY_GROUP2_F02_RX_0P - @lasp_lib.FIREFLY                	 124D2                        
RX_FFLY_GROUP2_F02_RX_1N	RX_FFLY_GROUP2_F02_RX_1N - @lasp_lib.FIREFLY                	 124D2                        
RX_FFLY_GROUP2_F02_RX_1P	RX_FFLY_GROUP2_F02_RX_1P - @lasp_lib.FIREFLY                	 124D2                        
RX_FFLY_GROUP2_F02_RX_2N	RX_FFLY_GROUP2_F02_RX_2N - @lasp_lib.FIREFLY                	 124D2                        
RX_FFLY_GROUP2_F02_RX_2P	RX_FFLY_GROUP2_F02_RX_2P - @lasp_lib.FIREFLY                	 124D2                        
RX_FFLY_GROUP2_F02_RX_3N	RX_FFLY_GROUP2_F02_RX_3N - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_3P	RX_FFLY_GROUP2_F02_RX_3P - @lasp_lib.FIREFLY                	 124D2                        
RX_FFLY_GROUP2_F02_RX_4N	RX_FFLY_GROUP2_F02_RX_4N - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_4P	RX_FFLY_GROUP2_F02_RX_4P - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_5N	RX_FFLY_GROUP2_F02_RX_5N - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_5P	RX_FFLY_GROUP2_F02_RX_5P - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_6N	RX_FFLY_GROUP2_F02_RX_6N - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_6P	RX_FFLY_GROUP2_F02_RX_6P - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_7N	RX_FFLY_GROUP2_F02_RX_7N - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_7P	RX_FFLY_GROUP2_F02_RX_7P - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_8N	RX_FFLY_GROUP2_F02_RX_8N - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_8P	RX_FFLY_GROUP2_F02_RX_8P - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_9N	RX_FFLY_GROUP2_F02_RX_9N - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_9P	RX_FFLY_GROUP2_F02_RX_9P - @lasp_lib.FIREFLY                	 124C2                        
RX_FFLY_GROUP2_F02_RX_10N	RX_FFLY_GROUP2_F02_RX_10N - @lasp_lib.FIREFLY               	 124C2                        
RX_FFLY_GROUP2_F02_RX_10P	RX_FFLY_GROUP2_F02_RX_10P - @lasp_lib.FIREFLY               	 124C2                        
RX_FFLY_GROUP2_F02_RX_11N	RX_FFLY_GROUP2_F02_RX_11N - @lasp_lib.FIREFLY               	 124C2                        
RX_FFLY_GROUP2_F02_RX_11P	RX_FFLY_GROUP2_F02_RX_11P - @lasp_lib.FIREFLY               	 124C2                        
RX_FFLY_GROUP2_F02_SELECTL	MX_RX_G2_F02_SELECTL - @lasp_lib.LASP                       	 54C3 58B6                    
                    	RX_FFLY_GROUP2_F02_SELECTL - @lasp_lib.FIREFLY              	 120A3<                       
RX_FFLY_GROUP2_F02_VCC_1	RX_FFLY_GROUP2_F02_VCC_1 - @lasp_lib.FIREFLY                	 124D3                        
RX_FFLY_GROUP2_F02_VCC_2	RX_FFLY_GROUP2_F02_VCC_2 - @lasp_lib.FIREFLY                	 124D2                        
RX_FFLY_GROUP2_F03_INTL	MX_RX_G2_F03_INTL - @lasp_lib.LASP                          	 54B3 58B5                    
                    	RX_FFLY_GROUP2_F03_INTL - @lasp_lib.FIREFLY                 	 121C6>                       
RX_FFLY_GROUP2_F03_PRESENTL	MX_RX_G2_F03_PRESENTL - @lasp_lib.LASP                      	 54C3 58B5                    
                    	RX_FFLY_GROUP2_F03_PRESENTL - @lasp_lib.FIREFLY             	 121C6>                       
RX_FFLY_GROUP2_F03_RESETL	MX_RX_G2_F03_RESETL - @lasp_lib.LASP                        	 54B3 58B5                    
                    	RX_FFLY_GROUP2_F03_RESETL - @lasp_lib.FIREFLY               	 121C6<                       
RX_FFLY_GROUP2_F03_RX_0N	RX_FFLY_GROUP2_F03_RX_0N - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F03_RX_0P	RX_FFLY_GROUP2_F03_RX_0P - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F03_RX_1N	RX_FFLY_GROUP2_F03_RX_1N - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F03_RX_1P	RX_FFLY_GROUP2_F03_RX_1P - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F03_RX_2N	RX_FFLY_GROUP2_F03_RX_2N - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F03_RX_2P	RX_FFLY_GROUP2_F03_RX_2P - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F03_RX_3N	RX_FFLY_GROUP2_F03_RX_3N - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F03_RX_3P	RX_FFLY_GROUP2_F03_RX_3P - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F03_RX_4N	RX_FFLY_GROUP2_F03_RX_4N - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F03_RX_4P	RX_FFLY_GROUP2_F03_RX_4P - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F03_RX_5N	RX_FFLY_GROUP2_F03_RX_5N - @lasp_lib.FIREFLY                	 124A5                        
RX_FFLY_GROUP2_F03_RX_5P	RX_FFLY_GROUP2_F03_RX_5P - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F03_RX_6N	RX_FFLY_GROUP2_F03_RX_6N - @lasp_lib.FIREFLY                	 124A5                        
RX_FFLY_GROUP2_F03_RX_6P	RX_FFLY_GROUP2_F03_RX_6P - @lasp_lib.FIREFLY                	 124A5                        
RX_FFLY_GROUP2_F03_RX_7N	RX_FFLY_GROUP2_F03_RX_7N - @lasp_lib.FIREFLY                	 124A5                        
RX_FFLY_GROUP2_F03_RX_7P	RX_FFLY_GROUP2_F03_RX_7P - @lasp_lib.FIREFLY                	 124A5                        
RX_FFLY_GROUP2_F03_RX_8N	RX_FFLY_GROUP2_F03_RX_8N - @lasp_lib.FIREFLY                	 124A5                        
RX_FFLY_GROUP2_F03_RX_8P	RX_FFLY_GROUP2_F03_RX_8P - @lasp_lib.FIREFLY                	 124A5                        
RX_FFLY_GROUP2_F03_RX_9N	RX_FFLY_GROUP2_F03_RX_9N - @lasp_lib.FIREFLY                	 124A5                        
RX_FFLY_GROUP2_F03_RX_9P	RX_FFLY_GROUP2_F03_RX_9P - @lasp_lib.FIREFLY                	 124A5                        
RX_FFLY_GROUP2_F03_RX_10N	RX_FFLY_GROUP2_F03_RX_10N - @lasp_lib.FIREFLY               	 124A5                        
RX_FFLY_GROUP2_F03_RX_10P	RX_FFLY_GROUP2_F03_RX_10P - @lasp_lib.FIREFLY               	 124A5                        
RX_FFLY_GROUP2_F03_RX_11N	RX_FFLY_GROUP2_F03_RX_11N - @lasp_lib.FIREFLY               	 124A5                        
RX_FFLY_GROUP2_F03_RX_11P	RX_FFLY_GROUP2_F03_RX_11P - @lasp_lib.FIREFLY               	 124A5                        
RX_FFLY_GROUP2_F03_SELECTL	MX_RX_G2_F03_SELECTL - @lasp_lib.LASP                       	 54B3 58C3                    
                    	RX_FFLY_GROUP2_F03_SELECTL - @lasp_lib.FIREFLY              	 121C6<                       
RX_FFLY_GROUP2_F03_VCC_1	RX_FFLY_GROUP2_F03_VCC_1 - @lasp_lib.FIREFLY                	 124B6                        
RX_FFLY_GROUP2_F03_VCC_2	RX_FFLY_GROUP2_F03_VCC_2 - @lasp_lib.FIREFLY                	 124B5                        
RX_FFLY_GROUP2_F04_INTL	MX_RX_G2_F04_INTL - @lasp_lib.LASP                          	 54B3 58C3                    
                    	RX_FFLY_GROUP2_F04_INTL - @lasp_lib.FIREFLY                 	 121C3>                       
RX_FFLY_GROUP2_F04_PRESENTL	MX_RX_G2_F04_PRESENTL - @lasp_lib.LASP                      	 54B3 58C3                    
                    	RX_FFLY_GROUP2_F04_PRESENTL - @lasp_lib.FIREFLY             	 121C3>                       
RX_FFLY_GROUP2_F04_RESETL	MX_RX_G2_F04_RESETL - @lasp_lib.LASP                        	 54B3 58C3                    
                    	RX_FFLY_GROUP2_F04_RESETL - @lasp_lib.FIREFLY               	 121C3<                       
RX_FFLY_GROUP2_F04_RX_0N	RX_FFLY_GROUP2_F04_RX_0N - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_0P	RX_FFLY_GROUP2_F04_RX_0P - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_1N	RX_FFLY_GROUP2_F04_RX_1N - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_1P	RX_FFLY_GROUP2_F04_RX_1P - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_2N	RX_FFLY_GROUP2_F04_RX_2N - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_2P	RX_FFLY_GROUP2_F04_RX_2P - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_3N	RX_FFLY_GROUP2_F04_RX_3N - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_3P	RX_FFLY_GROUP2_F04_RX_3P - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_4N	RX_FFLY_GROUP2_F04_RX_4N - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_4P	RX_FFLY_GROUP2_F04_RX_4P - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_5N	RX_FFLY_GROUP2_F04_RX_5N - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_5P	RX_FFLY_GROUP2_F04_RX_5P - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_6N	RX_FFLY_GROUP2_F04_RX_6N - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_6P	RX_FFLY_GROUP2_F04_RX_6P - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_7N	RX_FFLY_GROUP2_F04_RX_7N - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_7P	RX_FFLY_GROUP2_F04_RX_7P - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_8N	RX_FFLY_GROUP2_F04_RX_8N - @lasp_lib.FIREFLY                	 124A2                        
RX_FFLY_GROUP2_F04_RX_8P	RX_FFLY_GROUP2_F04_RX_8P - @lasp_lib.FIREFLY                	 124B2                        
RX_FFLY_GROUP2_F04_RX_9N	RX_FFLY_GROUP2_F04_RX_9N - @lasp_lib.FIREFLY                	 124A2                        
RX_FFLY_GROUP2_F04_RX_9P	RX_FFLY_GROUP2_F04_RX_9P - @lasp_lib.FIREFLY                	 124A2                        
RX_FFLY_GROUP2_F04_RX_10N	RX_FFLY_GROUP2_F04_RX_10N - @lasp_lib.FIREFLY               	 124A2                        
RX_FFLY_GROUP2_F04_RX_10P	RX_FFLY_GROUP2_F04_RX_10P - @lasp_lib.FIREFLY               	 124A2                        
RX_FFLY_GROUP2_F04_RX_11N	RX_FFLY_GROUP2_F04_RX_11N - @lasp_lib.FIREFLY               	 124A2                        
RX_FFLY_GROUP2_F04_RX_11P	RX_FFLY_GROUP2_F04_RX_11P - @lasp_lib.FIREFLY               	 124A2                        
RX_FFLY_GROUP2_F04_SELECTL	MX_RX_G2_F04_SELECTL - @lasp_lib.LASP                       	 54B3 58C3                    
